POST_C;PLANT_C;INDUS_TYPE;CAI;LPC;CGL_C;YEAR_MONTH;PROD_QT;CREATION_DT;UPDATE_DT;MATERIAL_C
KM2;CNO;MC;163935;D;K163935D003;202206;266;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;SY2;MC;352797;G;K352797G003;202206;5194;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;CNO;MC;756589;D;K756589D003;202206;331;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;CNO;MC;310416;C;K310416C006;202206;1727;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM2;VIT;MC;905459;D;K905459D002;202206;4264;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;NYH;MC;28457;A;K028457A014;202206;1593;11/06/2022 22:33;30/07/2022 22:49;ML_E
KM2;VIT;MI;905459;A;R905459A008;202206;39;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;NYH;MC;909665;A;K909665A021;202206;833;11/06/2022 22:33;30/07/2022 22:49;ML_E
KM;NYH;MC;88279;B;K088279B009;202205;132;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;OLS;MC;101938;P;K101938P005;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM2;BKR;MC;643544;C;K643544C004;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VIT;MC;473717;A;K473717A006;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;BKR;MC;329055;A;K329055A012;202205;2947;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;NYH;MC;221310;A;K221310A008;202205;576;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;NYH;MC;229115;B;K229115B005;202205;729;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM2;CNO;MC;681238;C;K681238C001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;CNO;MC;729565;D;K729565D004;202205;827;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;CNO;MC;647102;D;K647102D002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;SWT;;120898;H;K120898H001;202205;146;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;OLS;MC;982042;L;K982042L015;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;NYH;EL;352218;A;E600807A001;202206;82;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;SWT;;401562;H;K401562H002;202205;769;18/06/2022 22:36;25/06/2022 22:36;ML_C
KM;CNO;MC;195027;B;K195027B009;202206;4095;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;NYH;MI;948297;A;R948297A002;202206;74;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;VIT;MC;951727;A;K951727A013;202206;242;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;CNO;MI;155543;A;R155543A003;202206;19;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM2;VLD;MC;680273;A;K680273A092;202206;7871;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;SWT;;78430;P;J491155AV01;202206;278;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;UFR;MC;978090;A;K978090A022;202206;1892;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;CHO;MC;940360;A;K940360A022;202206;1793;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;VLD;MC;885347;D;K885347D007;202206;2983;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;VIT;MC;142263;A;K142263A002;202206;927;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;VIT;MC;351459;A;K351459A010;202206;913;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;CNO;MI;956602;A;R956602A002;202204;0;23/04/2022 22:23;28/05/2022 22:30;ML_C
KM;UFR;MC;765789;A;K765789A024;202204;2;23/04/2022 22:23;28/05/2022 22:30;ML_E
KM;CNO;MC;865202;A;K865202A002;202204;0;23/04/2022 22:23;28/05/2022 22:30;ML_D
KM;CNO;MC;120178;A;K120178A014;202204;0;23/04/2022 22:23;28/05/2022 22:30;ML_D
KM;UFR;MC;782767;A;K782767A012;202204;0;23/04/2022 22:23;28/05/2022 22:30;ML_E
KM;VLD;MC;289156;S;K289156S015;202204;0;23/04/2022 22:23;28/05/2022 22:30;ML_D
KM2;BKR;MC;86442;A;K086442A051;202206;4745;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM;TC2;MC;386680;B;K386680B023;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM2;CNO;MC;629881;A;K629881A002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;TC2;MC;771936;A;K771936A003;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;BKR;MC;74440;S;K074440S001;202205;2615;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;OLS;MC;254413;P;K254413P021;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM2;VIT;MC;961539;D;K961539D001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;BKR;MC;305468;A;K305468A013;202205;2971;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;BKR;MC;328641;A;K328641A005;202205;749;21/05/2022 22:25;25/06/2022 22:36;ML_A
KM;BKR;MI;859482;A;R859482A001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;BKR;MC;497028;S;K497028S001;202205;6840;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;VIT;MC;658282;D;K658282D001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;VIT;MC;658282;D;K658282D004;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;BKR;MC;887806;A;K887806A011;202205;2734;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;NYH;MC;926479;A;K926479A005;202205;421;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;VIT;MC;609166;A;K609166A019;202205;1214;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM2;VIT;MC;920863;A;K920863A002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;OLS;MI;452985;N;R452985N002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;OLS;MI;54188;A;R054188A007;202206;98;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;UFR;MC;163946;A;K163946A024;202206;2196;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;CNO;MI;120178;B;R120178B001;202206;45;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;CNO;MI;444057;D;R444057D004;202206;18;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;EL;216561;X;E601018T001;202206;14;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;839628;A;K839628A006;202206;2749;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;UFR;MC;868663;A;K868663A020;202206;1009;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;NYH;MI;795963;A;R795963A001;202206;178;18/06/2022 22:36;30/07/2022 22:49;ML_A
KM;SWT;;401562;H;K401562H002;202206;3724;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;817332;A;K817332A009;202206;744;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;VLD;MC;680273;A;K680273A089;202204;4807;16/04/2022 22:20;28/05/2022 22:30;ML_D
KM;VIT;MC;509680;A;K509680A025;202205;4758;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM2;VIT;MC;60414;A;K060414A003;202205;4147;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;VLD;MC;885347;D;K885347D006;202205;1661;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;OLS;MC;991636;H;K991636H001;202205;1187;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;NYH;MC;817432;A;K817432A012;202205;677;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;VLD;MC;524245;A;K524245A021;202205;1067;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;VLD;MC;554864;A;K554864A031;202205;4275;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;TC2;MC;380432;D;K380432D020;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;BKR;MC;923382;D;K923382D002;202206;4105;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;OLS;MI;444057;D;R444057D001;202206;280;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;SY2;MC;283482;J;K283482J001;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;SY2;MC;705352;H;K705352H008;202206;915;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;NYH;MC;152273;B;K152273B012;202206;1232;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM2;CNO;MC;238717;D;K238717D005;202206;331;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;BKR;MC;777386;T;K777386T063;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;BKR;MC;404449;A;K404449A012;202205;2935;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM2;VLD;MC;872732;A;K872732A032;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM2;VLD;MC;366911;A;K366911A031;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM2;CNO;MC;756589;D;K756589D001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;CNO;MC;557842;A;K557842A038;202205;3538;21/05/2022 22:25;25/06/2022 22:36;ML_B
KM;VLD;MC;754588;S;K754588S018;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;OLS;MC;950512;B;K950512B006;202205;2799;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;VLD;MC;61036;S;K061036S003;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VLD;MC;61036;S;K061036S006;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;VLD;MC;58388;A;K058388A004;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VLD;MC;273983;S;K273983S005;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;OLS;MC;345715;P;K345715P006;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;VIT;MC;101258;B;K101258B012;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VIT;MC;101258;B;K101258B015;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VIT;MC;907920;B;K907920B016;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;NYH;MI;301145;A;R301145A002;202206;48;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;LMC;MC;37376;C;K037376C002;202206;1021;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;747952;A;K747952A018;202206;22;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;CNO;MC;121578;A;K121578A025;202206;708;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;NYH;MC;897931;A;K897931A002;202206;403;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;VIT;MC;647074;A;K647074A001;202206;5826;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;CNO;MI;155543;A;R155543A002;202206;18;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;VLD;MC;657740;A;K657740A010;202206;3265;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;VIT;MC;280712;A;K280712A001;202206;8776;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;SY2;MC;227379;K;K227379K011;202206;343;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;UFR;MC;206566;A;K206566A020;202206;1535;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;OLS;MI;54188;A;R054188A008;202206;104;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM2;VLD;MC;780235;D;K780235D006;202206;2943;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;SWT;;206074;H;K206074H003;202206;1855;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;UFR;MC;610028;A;K610028A032;202206;1251;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM;NYH;MC;960570;A;K960570A010;202206;68;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;OLS;MI;54188;A;R054188A004;202206;99;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM2;CNO;MC;444057;D;K444057D011;202205;8621;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;VLD;MC;631659;A;K631659A021;202205;7699;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;CNO;MC;203172;A;K203172A024;202205;2610;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VIT;MC;920863;A;K920863A003;202205;1625;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;CNO;MI;444057;T;R444057T003;202205;34;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;VIT;MC;428228;D;K428228D004;202205;9453;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;VIT;MC;566558;D;K566558D001;202205;12565;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;CNO;EL;867238;A;E429438FA01;202205;47;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM2;BKR;MC;213026;A;K213026A062;202205;5978;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;TC2;MC;892268;D;K892268D003;202205;300;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;VIT;MC;620611;C;K620611C007;202205;4658;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;CNO;EL;867238;A;E429438DA01;202205;50;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;VLD;MC;659916;A;K659916A044;202205;813;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;NYH;EL;994003;A;E600410C002;202205;50;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;SY2;MC;227379;K;K227379K005;202205;8904;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;VIT;MC;725557;A;K725557A003;202206;644;11/06/2022 22:33;30/07/2022 22:49;ML_A
KM2;CNO;MC;643544;C;K643544C006;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;CNO;MC;643544;D;K643544D001;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;CNO;MC;643544;D;K643544D002;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;BKR;MC;303143;C;K303143C001;202206;3968;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;VIT;MC;439723;A;K439723A007;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_D
KM;VIT;MC;189704;A;K189704A008;202205;1213;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;SWT;;784608;J;K784608J002;202205;3138;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;BKR;MC;777386;H;K777386H006;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;CNO;MC;124219;C;K124219C002;202205;600;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;TC2;EL;249391;Q;E429368QA01;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;TC2;EL;249391;S;E429368SA01;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;VLD;MC;621196;S;K621196S002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;VIT;MC;126306;C;K126306C002;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;NYH;MC;468761;A;K468761A009;202205;242;21/05/2022 22:25;25/06/2022 22:36;ML_E
KM;VLD;MC;297997;S;K297997S007;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;VLD;MC;297997;S;K297997S009;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;SY2;MC;686902;H;K686902H003;202206;1350;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM2;OLS;MC;975294;B;K975294B003;202206;2700;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;SWT;;206074;H;K206074H003;202205;3597;18/06/2022 22:36;25/06/2022 22:36;ML_C
KM;VLD;MC;644825;A;K644825A028;202205;43;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;SY2;MC;589212;J;K589212J004;202205;144;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;BKR;MC;667631;A;K667631A035;202205;3826;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;UFR;MC;151183;A;K151183A013;202205;153;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM2;CNO;MC;478603;A;K478603A014;202205;495;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;UFR;MC;993792;A;K993792A013;202205;1246;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;VLD;MC;309048;A;K309048A019;202205;1110;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VLD;MC;926063;D;K926063D003;202205;9403;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;TC2;MI;584323;S;R584323C001;202205;7;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;SY2;MC;959714;J;K959714J001;202205;1544;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;VIT;MI;871382;A;R871382A002;202205;54;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM2;BKR;MI;458724;C;R458724C006;202205;13;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;VIT;MC;120832;D;K120832D001;202205;5784;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;OLS;MI;956602;L;R956602L007;202205;1375;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;NYH;EL;994003;A;E600410B003;202205;43;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;SY2;MC;132569;G;K132569G004;202205;1116;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;VLD;EL;679125;A;E600506A003;202205;15;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VIT;MC;126306;C;K126306C008;202205;6695;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;BKR;MC;749401;A;K749401A036;202205;1695;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;CNO;MC;402798;A;K402798A016;202205;6524;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VLD;MC;563881;D;K563881D009;202205;1519;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;UFR;MC;217132;A;K217132A022;202205;628;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;TC2;MC;665209;B;K665209B009;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VIT;MC;39094;D;K039094D004;202205;4915;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM2;BKR;MC;294941;D;K294941D002;202205;43;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;CNO;MI;425;A;R000425A007;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_A
KM2;VIT;MC;941925;D;K941925D006;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;VIT;MC;729565;D;K729565D003;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;CNO;MC;729565;D;K729565D004;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;VIT;MC;729565;D;K729565D007;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;OLS;MC;982358;M;K982358M006;202206;1551;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;SWT;;199034;H;K199034H004;202206;2456;11/06/2022 22:33;25/06/2022 22:36;ML_C
KM;SY2;MC;352797;G;K352797G001;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM2;VIT;MC;954487;D;K954487D001;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM2;VIT;MC;954487;D;K954487D004;202205;0;21/05/2022 22:25;25/06/2022 22:36;ML_C
KM;UFR;MC;173502;A;K173502A015;202205;1244;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;CNO;EL;867238;A;E429438GA01;202205;48;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;TC2;MC;139581;A;K139581A013;202205;695;28/05/2022 22:30;25/06/2022 22:36;ML_E
KM2;VIT;MC;567574;C;K567574C001;202205;2042;28/05/2022 22:30;25/06/2022 22:36;ML_C
KM2;VIT;MC;903161;A;K903161A006;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;TC2;MC;380432;D;K380432D021;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;CNO;MC;823776;A;K823776A014;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;VIT;MC;655078;N;K655078N003;202206;1464;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;786593;A;K786593A041;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;TC2;MC;973953;B;K973953B018;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;BKR;MC;763913;S;K763913S002;202206;755;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;203172;A;K203172A023;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM;CNO;MC;203172;A;K203172A025;202206;3853;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;BKR;MC;701900;A;K701900A015;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_D
KM2;CNO;MC;584323;D;K584323D003;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_C
KM;CNO;MC;348563;B;K348563B014;202206;0;18/06/2022 22:36;30/07/2022 22:49;ML_E
KM2;OLS;MC;120353;B;K120353B027;202205;5916;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM2;VLD;MC;885347;D;K885347D001;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;CNO;MC;752323;B;K752323B011;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;VLD;MC;702367;S;K702367S006;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_C
KM;TC2;MC;737532;A;K737532A021;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_D
KM;TC2;EL;249391;R;E429368RA01;202205;0;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;BKR;MC;240179;A;K240179A002;202205;749;14/05/2022 22:28;25/06/2022 22:36;ML_E
KM;BKR;MC;328641;A;K328641A005;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_A
KM;TC2;MC;768085;A;K768085A035;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM;VIT;MC;243948;A;K243948A011;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM;NYH;MC;400882;A;K400882A023;202206;676;11/06/2022 22:33;30/07/2022 22:49;ML_D
KM2;CNO;MC;659249;D;K659249D004;202206;2902;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;NYH;MC;69977;A;K069977A011;202206;1589;11/06/2022 22:33;30/07/2022 22:49;ML_E
KM;SY2;MC;686902;G;K686902G003;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_C
KM;NYH;MI;948297;A;R948297A001;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_E
KM;UFR;MC;206566;A;K206566A018;202206;0;11/06/2022 22:33;30/07/2022 22:49;ML_E
KM2;VIT;MC;270015;A;K270015A005;202205;0;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM2;VIT;MC;270015;A;K270015A002;202205;415;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM;VIT;MC;517323;A;K517323A028;202205;0;07/05/2022 22:26;25/06/2022 22:36;ML_E
KM;BKR;MC;208195;B;K208195B005;202206;4740;04/06/2022 22:35;30/07/2022 22:49;ML_A
KM2;VIT;MC;897776;D;K897776D003;202206;0;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM2;VIT;MC;897776;D;K897776D003;202205;0;04/06/2022 22:35;25/06/2022 22:36;ML_C
KM2;BKR;MC;897776;D;K897776D006;202206;1751;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM2;CNO;MC;649276;A;K649276A012;202206;19472;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;TC2;MC;484173;A;K484173A009;202206;0;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM;VLD;MC;551105;A;K551105A020;202206;13659;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM2;CNO;MC;551297;D;K551297D003;202206;2172;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM2;TC2;MC;892268;D;K892268D005;202206;0;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;TC2;MC;120252;A;K120252A034;202206;8291;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM2;OLS;MC;120353;B;K120353B027;202206;8880;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;BKR;MC;478553;A;K478553A010;202206;2061;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM2;CNO;MC;189068;A;K189068A041;202206;598;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;VIT;MC;189704;A;K189704A008;202206;1087;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM2;VIT;MC;428228;D;K428228D002;202205;0;04/06/2022 22:35;25/06/2022 22:36;ML_C
KM2;BKR;MC;428228;D;K428228D003;202206;8441;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM2;VIT;MC;428228;D;K428228D004;202206;167;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;VIT;MC;706051;A;K706051A007;202206;12756;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;VLD;MC;125768;A;K125768A023;202205;0;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM2;CNO;MC;126306;D;K126306D003;202205;4999;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM2;VIT;MC;126306;C;K126306C006;202205;2272;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM;BKR;MC;763913;S;K763913S002;202205;5215;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM;SY2;MC;686902;G;K686902G003;202205;4058;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM2;CNO;MC;661841;C;K661841C003;202205;3211;07/05/2022 22:26;25/06/2022 22:36;ML_C
KM;UFR;MC;841313;A;K841313A022;202206;1629;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM2;VIT;MC;78430;B;K078430B004;202205;0;04/06/2022 22:35;25/06/2022 22:36;ML_C
KM2;VIT;MC;78430;B;K078430B005;202206;2000;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;VLD;MC;516105;A;K516105A023;202206;0;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;NYH;MC;248820;A;K248820A010;202206;485;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM;CNO;MC;778333;A;K778333A016;202206;0;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM2;CNO;MC;282553;D;K282553D004;202206;4327;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;VLD;MC;613737;B;K613737B012;202206;638;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;VLD;MC;334094;B;K334094B021;202206;457;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;UFR;MC;173502;A;K173502A015;202206;1388;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM;TC2;MC;424578;A;K424578A022;202206;438;04/06/2022 22:35;30/07/2022 22:49;ML_D
KM;NYH;MC;158907;A;K158907A035;202206;1018;04/06/2022 22:35;30/07/2022 22:49;ML_E
KM2;OLS;MC;303143;D;K303143D005;202206;1592;04/06/2022 22:35;30/07/2022 22:49;ML_C
KM;NYH;MC;272795;B;K272795B013;202206;178;04/06/2022 22:35;30/07/2022 22:49;ML_B
